_id,_accuracy,__text
EV.12b.594.1,correct,"10 milliliters to 20 milliliters, I looked at which roots actually grew and then looked at how much water they got."
EV.12b.600.1,incorrect,"Adding in 5, Because he is adding 5 because one pot is 5 pot 2 is 10 and on."
EV.12b.601.1,incorrect,"5 milliliters, By looking at the graph it is going by 5 milliliters."
EV.12b.605.1,correct,"10 to 20 milliliters. Since pot 2, 3, and 4 grew roots, I assumed the amount of water in pot 2, 3 and 4 would be best."
EV.12b.608.1,correct,"10 to 20 milliliters. Pots 2, 3, and 4 all grew and pot 2 had 10 milliliters and pot 4 had 20."
EV.12b.626.1,incorrect,"20 milliliters, The least number that was used and subtract it with the highest number that was used."
EV.12b.628.1,incorrect,"One to 07 milliliters, because you could kill your plant."
EV.12b.632.1,incorrect,"0 to 25 milliliters, because it was 0 all the way up to the number on the chart which was 25."
EV.12b.644.1,correct,"10 to 20 milliliters, I looked at the roots that has grown than looked at the plants to go with it."
EV.12b.650.1,incorrect,"15 milliliters, because 3 was 15 milliliters."
