_id,_accuracy,__text
EV.21.526.1,correct,The eggs do have a tolerance of hatching. Not all will hatch because of the different solution in the water.
EV.21.527.1,incorrect,Because the spoons were just a little bit different. One was a little bit bigger than the other. Because they have to live in saltwater or they would die.
EV.21.529.1,correct,Because that spoon size was in the range of tolerance.
EV.21.530.1,correct,Maybe because the salt amount was maybe in its range of tolerance of salt. So only a little bit hatched.
EV.21.531.1,incorrect,Because maybe she put too much or too little.
EV.21.532.1,incorrect,I think that some of the eggs will hatch and some are not.
EV.21.533.1,incorrect,Because he put more salt in one so some did not hatch.
EV.21.534.1,incorrect,Because even if she used a bigger size spoon she still used saltwater.
EV.21.535.1,correct,Well probably some brine shrimp have more range of tolerance of salt.
EV.21.537.1,incorrect,Because the spoons might have just been twice the size. And instead of 2 spoons it is 4 if it is double.
EV.21.541.1,incorrect,Because the spoons were just a little bit different one was a little bit bigger than the other. Because they have to live in saltwater or they will die.
EV.21.542.1,correct,The salt was all in the same range and so was the water.
EV.21.543.1,incorrect,The spoon might have been the twice of the size.
EV.21.547.1,incorrect,Because there is still salt in the cups.
EV.21.548.1,incorrect,Not a lot of salt.
EV.21.549.1,incorrect,If she put 100 milliliters of salt in the brine shrimp will hatch or not.
EV.21.632.1,incorrect,As long as you do not use too much of a different size.
EV.21.639.1,correct,Some eggs can still hatch because it can still hatch even with more salt.
EV.21.640.1,incorrect,Because the spoon was smaller.
EV.21.642.1,incorrect,Because the water would still have some salt in it. So the brine shrimp hatched because they are attracted to salt.
EV.21.643.1,incorrect,"Some of the eggs might have hatched because of the salt and brine shrimp live in salty water, saltier than the ocean."
EV.21.646.1,incorrect,Because maybe she did use the right one later. How about the spoon was bigger that is why.
EV.21.647.1,incorrect,Some eggs hatched because there was salt in the water. Salt helps brine shrimp hatch.
