_id,_accuracy,__text
EV.35a.422.1,incorrect,"Yes, because he fed them well and they laid a lot of eggs."
EV.35a.423.1,incorrect,"No, different conditions."
EV.35a.425.1,incorrect,"Yes, because all his chickens are still there and he laid eggs in the 100's, plus he took very good care of them, well!"
EV.35a.428.1,incorrect,"No, he tested 2 things at the same time he should only do one at a time."
EV.35a.433.1,incorrect,"Yes, He recorded everything he did."
EV.35a.441.1,incorrect,"Yes, yes, because he recorded everything and measured the amount it got."
EV.35a.444.1,incorrect,"No, No, because he did not test enough variables. He only used 2 groups with very different amount of daily care."
EV.35a.445.1,incorrect,"No, Andrew got the same amount of chickens. But, feed them different amounts of grams, to find out how many eggs the chickens would lay."
EV.35a.451.1,incorrect,"Yes, because at the end he had 109 eggs in group x and he had 140 eggs in group y."
EV.35a.457.1,incorrect,"No, Because he did not change any more than he needed too."
EV.35a.459.1,incorrect,"Yes, because he found out they lay more with 1300 grams of feed and 30 grams of calcium."
EV.35a.460.1,incorrect,"Yes, he did everything. Nothing was on it own."
EV.35a.461.1,incorrect,"Yes, he took accurate data."
EV.35a.462.1,incorrect,"Yes, because he can figure it out how much the foods or calcium will need."
EV.35a.463.1,incorrect,"No, No, because in group x he did not supply enough food and calcium as he did for group y."
EV.35a.464.1,incorrect,"Yes, Andrew did a good job he made sure the chickens had almost the same amount, it was also good because he had over a 100 eggs laid."
EV.35a.465.1,incorrect,"Yes, He made the daily care different to see what their optimum condition."
EV.35a.466.1,incorrect,"No, He needs to take more notes."
EV.35a.469.1,incorrect,"Yes, Yes because, he did not add factors he did not need and he did not change his."
EV.35a.472.1,incorrect,"Yes, Yes, because he did correct info and he had good variables."
EV.35a.474.1,correct,"No, He did not do a good job of controlling the variables, because now you do not know what caused different results."
EV.35a.475.1,incorrect,"No, He had too many variables."
EV.35a.476.1,incorrect,"No, He should of recorded for each chicken separately."
EV.35a.487.1,incorrect,"No, he should record data for each chicken."
EV.35a.488.1,incorrect,"No, because he should have had a different number of tests with the grams section."
EV.35a.494.1,incorrect,"Yes, because he made the chicken laid eggs after 2 weeks."
EV.35a.503.1,incorrect,"Yes, because now he knows that more feed and more calcium for every 10 chickens produces more eggs."
EV.35a.504.1,incorrect,"Yes, yes because he did not go off the charts in daily care."
EV.35a.507.1,incorrect,"Yes, everything should have been the same besides one thing the thing he is testing."
EV.35a.509.1,incorrect,"No, On the calcium for group section he should have made them even like 10 and 30 grams, or else he did excellent."
EV.35a.510.1,incorrect,"Yes, yes because he did great in his experiment."
EV.35a.525.1,incorrect,"Yes, because he used one variable."
EV.35a.527.1,incorrect,"No, because you can get information of how much eggs they lay and the food for each group. Also the calcium for the chickens."
EV.35a.529.1,incorrect,"Yes, because the only thing changed was the chicken feed."
EV.35a.531.1,incorrect,"Yes, I think yes because it was well controlled and well organized. But he could have done better."
EV.35a.532.1,incorrect,"Yes, Yes because he put the number of chicken it was low."
EV.35a.534.1,incorrect,"No, because he did not control the variable."
EV.35a.536.1,incorrect,"Yes, Yes because Andrew fed the chickens a good amount so the chickens laid there eggs."
EV.35a.537.1,incorrect,"No, No, because the chickens got fed different amount and different amounts of calcium."
EV.35a.538.1,incorrect,"No, Because he recorded more than one variable daily care and egg production."
EV.35a.544.1,incorrect,"Yes, be the number of eggs laid by group y is a lot more than the eggs laid by group x."
EV.35a.545.1,incorrect,"No, no because after listing the same amount of chickens it cost different amounts?"
EV.35a.546.1,incorrect,Because he put too many chickens in one group and would not know which one laid eggs.
EV.35a.626.1,incorrect,"No, No because he is not controlling anything but the numbers of chicken."
EV.35a.636.1,incorrect,"No, because the should have put have look like every day."
EV.35a.638.1,incorrect,"Yes, because he writes how much chickens, how much he fed the chickens, how much calcium they got, even how much eggs they laid."
EV.35a.639.1,correct,"No, because he changed 2 things instead of one so he does not know which one works."
EV.35a.645.1,correct,"No, Because there were 2 things that were different in the experiment. The food and the calcium. So he will not know which one of those affected it."
EV.35a.647.1,incorrect,"No, Andrew should have given group x more calcium because 5 grams of calcium is not enough."
